iter	RMSE
151	0.2011952823
152	0.2011537073
153	0.2010268617
154	0.2009378204
155	0.2008431725
156	0.2007814816
157	0.2006283898
158	0.2004622478
159	0.2003653502
160	0.2003091355
161	0.2002476477
162	0.2000871633
163	0.2000089715
164	0.1999556064
165	0.1998631087
166	0.1998162086
167	0.1997124266
168	0.1996624869
169	0.1995658779
170	0.1995172086
171	0.1992318491
172	0.1991988997
173	0.1990421987
174	0.1990094237
175	0.1988118752
176	0.1986080962
177	0.1985399975
178	0.1983540346
179	0.1981810045
180	0.1981014196
181	0.1979309834
182	0.1978073078
183	0.1976124951
184	0.197516714
185	0.197342211
186	0.1972699008
187	0.1972030204
188	0.1971280028
189	0.1970356866
190	0.196959494
191	0.1969102417
192	0.1968219892
193	0.1967027036
194	0.1966579113
195	0.1964941431
196	0.1963764187
197	0.1962579784
198	0.1962235913
199	0.1961545129
200	0.196115092
201	0.1960140943
202	0.1958718756
203	0.1957250916
204	0.1957021969
205	0.195678011
206	0.1956232925
207	0.1954922408
208	0.1954640867
209	0.1953864314
210	0.1952491299
211	0.195210933
212	0.1951314745
213	0.1951204923
214	0.1949081157
215	0.1947469939
216	0.1946204031
217	0.194584992
218	0.1945453399
219	0.1944191286
220	0.194266373
221	0.1941526878
222	0.1940972847
223	0.1940000104
224	0.1939250234
225	0.1937702655
226	0.1937496041
227	0.1937078258
228	0.1936413638
229	0.1935955656
230	0.1935434563
231	0.1934490443
232	0.193423025
233	0.1933417431
234	0.1932918076
235	0.19318804
236	0.1930316894
237	0.1929723333
238	0.1929485138
239	0.192893493
240	0.1928143501
241	0.1927204217
242	0.1926969054
243	0.1925862346
244	0.1925571398
245	0.1925384912
246	0.1924932267
247	0.1923926318
248	0.1923144096
249	0.1923042236
250	0.1922707652
251	0.1922240774
252	0.1921963816
253	0.192169014
254	0.1921207355
255	0.1920208076
256	0.1918330838
257	0.191655306
258	0.1916409983
259	0.191492831
260	0.1914611584
261	0.1913228892
262	0.191227839
263	0.1911530997
264	0.1911349535
265	0.1910430077
266	0.190901753
267	0.1907947778
268	0.1907663582
269	0.1907481513
270	0.1906794465
271	0.1906607354
272	0.1906462183
273	0.1906220812
274	0.1905844949
275	0.1905039621
276	0.1904378259
277	0.1903425591
278	0.1903199661
279	0.1902417308
280	0.1901949291
281	0.1900836143
282	0.1899940191
283	0.1899249817
284	0.1899100828
285	0.1898692222
286	0.1897852864
287	0.1897289634
288	0.1896810231
289	0.1896351046
290	0.1895962323
291	0.1895201837
292	0.1895012858
293	0.1893512221
294	0.1893040625
295	0.1892048545
296	0.1891743247
297	0.1890866966
298	0.189054833
299	0.1889556512
300	0.1888431509
301	0.1888275837
302	0.1887900854
303	0.1887778843
304	0.1886943712
305	0.1886915931
306	0.1886358206
307	0.1886303085
308	0.1885968162
309	0.1885440514
310	0.1884623024
311	0.1883920392
312	0.1883518944
313	0.1883089494
314	0.1882226247
315	0.1881448042
316	0.1880572033
317	0.1880307885
318	0.1879386547
319	0.1879096148
320	0.1878528368
321	0.1878403739
322	0.1877828101
323	0.1877485403
324	0.1877274131
325	0.1876625126
326	0.1876386065
327	0.1875665152
328	0.1875489027
329	0.1875383521
330	0.1874258188
331	0.1873904126
332	0.1873229589
333	0.1872793697
334	0.1872324304
335	0.187146579
336	0.1870925119
337	0.1869886616
338	0.1869629782
339	0.186932533
340	0.1867527965
341	0.1866977986
342	0.1865668331
343	0.1865205968
344	0.1864781599
345	0.1864644944
346	0.186361607
347	0.186354392
348	0.1862775634
349	0.1862585611
350	0.1861912805
351	0.1861054051
352	0.1860780203
353	0.186050182
354	0.1860102148
355	0.1859966576
356	0.1859270472
357	0.1858959477
358	0.1857936285
359	0.1857114767
360	0.185696969
361	0.1856617912
362	0.185519411
363	0.1854882897
364	0.185466385
365	0.1854602396
366	0.1854082567
367	0.1853880156
368	0.1853431337
369	0.185309487
370	0.1852461357
371	0.1852366207
372	0.1851705237
373	0.1851321037
374	0.1851173858
375	0.1850384423
376	0.1850141872
377	0.1849933088
378	0.1849828302
379	0.1849189419
380	0.1848215332
381	0.1848072784
382	0.1847820069
383	0.1847166601
384	0.1846931815
385	0.1846268186
386	0.1845606779
387	0.1844959387
388	0.1844449293
389	0.1844359772
390	0.1844022171
391	0.1843169762
392	0.1842493113
393	0.1841538209
394	0.1840801426
395	0.1840642511
396	0.1840477436
397	0.1839851992
398	0.1839725968
399	0.1839688519
400	0.1839352174
401	0.1838730198
402	0.1838495339
403	0.1838125388
404	0.1837774206
405	0.1837000091
406	0.1836793007
407	0.1836578849
408	0.1835675565
409	0.1835219184
410	0.1835127465
411	0.1834436892
412	0.1834318973
413	0.1834284969
414	0.1833662939
415	0.1833308126
416	0.183260814
417	0.1832301101
418	0.1831672114
419	0.1831108441
420	0.1830772721
421	0.183042493
422	0.1829939677
423	0.1829551503
424	0.1828839344
425	0.1828519198
426	0.1826946803
427	0.1826307741
428	0.1826179269
429	0.1826056777
430	0.1825491754
431	0.1825402814
432	0.1825297662
433	0.1824649542
434	0.1824137789
435	0.182406721
436	0.1823213929
437	0.1822891906
438	0.1822603314
439	0.1822233474
440	0.182200906
441	0.1821731566
442	0.1821372122
443	0.1821243748
444	0.1821029155
445	0.1820983249
446	0.1820565158
447	0.1819610431
448	0.1819454143
449	0.181924409
450	0.1819078145
451	0.1818494143
452	0.1818352168
453	0.1818181558
454	0.1818002553
455	0.1817652324
456	0.1817121938
457	0.1816414104
458	0.1816039163
459	0.1815597473
460	0.181553129
461	0.1815011462
462	0.1814589279
463	0.1814226359
464	0.181407095
465	0.1813787699
466	0.1813570516
467	0.1813078069
468	0.1812385133
469	0.1812354439
470	0.1812175272
471	0.1811852449
472	0.1811610011
473	0.1811524285
474	0.1811402277
475	0.1811232299
476	0.1810264547
477	0.1810042481
478	0.1809646811
479	0.1809486103
480	0.1809043755
481	0.1808929728
482	0.1808373513
483	0.1807711386
484	0.1807520316
485	0.1807276794
486	0.1807067646
487	0.180696907
488	0.1806502821
489	0.1806274219
490	0.1805922307
491	0.1805724346
492	0.1805648527
493	0.1805111487
494	0.1804588683
495	0.1804169157
496	0.1803964545
497	0.1803906161
498	0.1803620506
499	0.180336397
500	0.1803206906
501	0.1803077523
502	0.1802619742
503	0.1802150038
504	0.1801142654
505	0.1800437694
506	0.1800194968
507	0.1799811385
508	0.1799620997
509	0.1799439062
510	0.1799090718
511	0.1798978884
512	0.1798905214
513	0.1798587178
514	0.1798320322
515	0.1797330295
516	0.1796697467
517	0.1796096454
518	0.1795825938
519	0.179521195
520	0.1795115903
521	0.1794945111
522	0.1794849768
523	0.1794681159
524	0.1794429653
525	0.1793837795
526	0.179374058
527	0.1793469812
528	0.1793416014
529	0.1793346768
530	0.1793062685
531	0.17927623
532	0.1792609955
533	0.1792042563
534	0.1791939051
535	0.1791700621
536	0.1790794332
537	0.1790668172
538	0.1790033753
539	0.1789404074
540	0.1789089409
541	0.1789033569
542	0.1788916119
543	0.1788384642
544	0.1788011554
545	0.1787698128
546	0.1787054308
547	0.1786937974
548	0.1786164735
549	0.1785526175
550	0.1785350893
551	0.1785203361
552	0.1785031094
553	0.1784622174
554	0.1784449786
555	0.1784356255
556	0.1784195145
557	0.1783944318
558	0.1783565493
559	0.1783370561
560	0.1783107497
561	0.1783007323
562	0.178266642
563	0.1782442641
564	0.1782269678
565	0.1782122034
566	0.1781481283
567	0.178065826
568	0.178023262
569	0.1780026752
570	0.1779865785
571	0.1779365941
572	0.1779175295
573	0.1778725141
574	0.1778634012
575	0.1778031617
576	0.177769977
577	0.1777587781
578	0.1777384248
579	0.1777101813
580	0.1776792044
581	0.177622719
582	0.1775838408
583	0.1775687974
584	0.1774813259
585	0.1774422035
586	0.1774100763
587	0.1774011915
588	0.177359479
589	0.1772708253
590	0.177264582
591	0.1772461568
592	0.1772207612
593	0.1771939466
594	0.1771514837
595	0.1771129655
596	0.1770522617
597	0.1770411212
598	0.1769494148
599	0.1769229346
600	0.176913501
601	0.1769091555
602	0.1768937492
603	0.176869179
604	0.1768381875
605	0.1767905296
606	0.1767721921
607	0.1767328956
608	0.1766598443
609	0.1766202605
610	0.1766086138
611	0.1765797872
612	0.1765677543
613	0.1765446486
614	0.1764999701
615	0.1764879646
616	0.1764719088
617	0.1764532936
618	0.1764493645
619	0.1764226297
620	0.1763620648
621	0.1763371967
622	0.176303545
623	0.1762856772
624	0.1762628399
625	0.1762365811
626	0.1762280958
627	0.1762198971
628	0.1762071732
629	0.1761962408
630	0.1761936424
631	0.1761695905
632	0.1761407128
633	0.1761288099
634	0.1760865755
635	0.1760748525
636	0.1760497307
637	0.1759940604
638	0.1759637405
639	0.1759442506
640	0.1759292991
641	0.1759024555
642	0.1758819986
643	0.1758353015
644	0.1758274434
645	0.175810064
646	0.1757886993
647	0.1757719676
648	0.1756991486
649	0.1756839276
650	0.1756373475
651	0.1756233974
652	0.1755722737
653	0.1755426479
654	0.175508046
655	0.1754668748
656	0.175418637
657	0.1753448253
658	0.1752947912
659	0.1751883219
660	0.1751694903
661	0.1751545323
662	0.1751457152
663	0.1751272714
664	0.1751054808
665	0.1750654199
666	0.1750571942
667	0.1750446728
668	0.1750111726
669	0.1749790326
670	0.1749561939
671	0.174898965
672	0.1748947457
673	0.1748766488
674	0.1748555195
675	0.1748510636
676	0.1748089072
677	0.1747776726
678	0.1747427511
679	0.1746975596
680	0.1746965774
681	0.1746655818
682	0.1746387211
683	0.1746110222
684	0.1745568775
685	0.174519315
686	0.1745061124
687	0.1744939013
688	0.1744726317
689	0.1744445613
690	0.174442498
691	0.1744247215
692	0.1743733466
693	0.1743578406
694	0.1743470575
695	0.1743295042
696	0.1742926417
697	0.1742749079
698	0.1742576585
699	0.1741704328
700	0.174144151
701	0.17414004
702	0.1741175543
703	0.1741125026
704	0.1740868392
705	0.1740341843
706	0.1740018511
707	0.1739862062
708	0.1739646615
709	0.1739113302
710	0.1738901214
711	0.1738720913
712	0.1738629703
713	0.1737852982
714	0.1737679087
715	0.1737143507
716	0.1736974098
717	0.1736601897
718	0.1736395931
719	0.1736173497
720	0.1735982454
721	0.17355488
722	0.1735310629
723	0.1734775893
724	0.1734541403
725	0.1733765197
726	0.1733699385
727	0.1733151655
728	0.1732651548
729	0.1732341285
730	0.1732233571
731	0.1731545028
732	0.1731380711
733	0.1730362608
734	0.1730261967
735	0.1730111854
736	0.1729812257
737	0.1729680733
738	0.1729535263
739	0.1729187434
740	0.1728961212
741	0.172875506
742	0.1728589987
743	0.1728278741
744	0.1727730739
745	0.1727521785
746	0.1727321628
747	0.1727002413
748	0.1726623144
749	0.1726418713
750	0.1726124684
751	0.1725685925
752	0.1725479794
753	0.1725400946
754	0.1725261472
755	0.1724068529
756	0.1723736149
757	0.1723205367
758	0.1722947763
759	0.1722838835
760	0.1722793829
761	0.1722382285
762	0.1722130751
763	0.1721802403
764	0.1721576722
765	0.1721366738
766	0.1720538749
767	0.1720271945
768	0.1719962876
769	0.171976491
770	0.1719535831
771	0.1719430206
772	0.1719189428
773	0.1719096286
774	0.1718995947
775	0.1718828728
776	0.1718533562
777	0.171845086
778	0.1718384813
779	0.1718213821
780	0.1718023347
781	0.1717113424
782	0.1716860341
783	0.1716831001
784	0.171671008
785	0.1716613696
786	0.1716423912
787	0.17163483
788	0.171632792
789	0.171604002
790	0.1715768529
791	0.171551642
792	0.1715072368
793	0.1715010265
794	0.171481465
795	0.171472741
796	0.1714563766
797	0.1713986536
798	0.17138475
799	0.1713688724
800	0.1713625123
801	0.1713382441
802	0.1713003044
803	0.1712908608
804	0.1712576855
805	0.1711781468
806	0.1711675416
807	0.171153751
808	0.1711277649
809	0.1711106548
810	0.1711051018
811	0.1710163484
812	0.1709994955
813	0.1709447501
814	0.1709236443
815	0.1709196106
816	0.1708998143
817	0.1708491074
818	0.1708087081
819	0.1708032324
820	0.1707667578
821	0.170755507
822	0.170739058
823	0.1707014012
824	0.170693358
825	0.1706569869
826	0.170619982
827	0.1705931677
828	0.1705859013
829	0.1705771769
830	0.1705739422
831	0.1705606047
832	0.1705268851
833	0.1704696117
834	0.1704542346
835	0.1704243712
836	0.1704086869
837	0.1703840302
838	0.1703731114
839	0.170337522
840	0.1703265922
841	0.1702719663
842	0.1702352625
843	0.1702335208
844	0.1702243212
845	0.170190881
846	0.1701724811
847	0.1701641527
848	0.1701378386
849	0.1700762661
850	0.1700610721
851	0.1700426502
852	0.1700025651
853	0.1699684037
854	0.1699625213
855	0.1699575335
856	0.1699024854
857	0.1698756661
858	0.169870254
859	0.1698625839
860	0.1698603329
861	0.1698544136
862	0.1698418609
863	0.1698265972
864	0.1698082496
865	0.1697636461
866	0.1697256759
867	0.1696765288
868	0.1696471785
869	0.1695887203
870	0.1695724242
871	0.1694967156
872	0.169476735
873	0.1694592921
874	0.1694344513
875	0.1694292585
876	0.1694123037
877	0.1693824766
878	0.169365439
879	0.1693378346
880	0.1693009133
881	0.1692935294
882	0.1692659035
883	0.1692596684
884	0.1692543099
885	0.1692464
886	0.1692352005
887	0.1692267597
888	0.1692098302
889	0.1691658976
890	0.1691601987
891	0.1691297672
892	0.1691026605
893	0.1690685981
894	0.1690636069
895	0.1690535148
896	0.1690341264
897	0.1690215815
898	0.1689966687
899	0.1689792708
900	0.1689290269
901	0.1689233752
902	0.1689121531
903	0.1688920086
904	0.1688755392
905	0.1688616796
906	0.168855566
907	0.1688320211
908	0.1688267326
909	0.1687991203
910	0.168749838
911	0.1687087217
912	0.1686914787
913	0.1686653925
914	0.1686601982
915	0.1686347995
916	0.1686215886
917	0.1686098151
918	0.1685665123
919	0.168535501
920	0.1685251727
921	0.1685071538
922	0.1684779474
923	0.1684709655
924	0.1684569691
925	0.168431159
926	0.1683686121
927	0.1683348836
928	0.1682806304
929	0.1682736299
930	0.1682629972
931	0.1682371176
932	0.1682090925
933	0.1681703684
934	0.1681574473
935	0.1681538605
936	0.1681153325
937	0.1681125531
938	0.1680935617
939	0.1680831825
940	0.1680583088
941	0.1680456849
942	0.1680202955
943	0.1680044634
944	0.1679900124
945	0.1679754504
946	0.1679640632
947	0.1679536681
948	0.1679461005
949	0.1679413874
950	0.1678829198
951	0.1678571665
952	0.1678408089
953	0.1678313486
954	0.1678290214
955	0.1678199009
956	0.1677708465
957	0.1677658531
958	0.1676858523
959	0.1676743985
960	0.1676431971
961	0.1676386357
962	0.167622806
963	0.1676021283
964	0.1675804851
965	0.167551106
966	0.1675384148
967	0.1675112503
968	0.1674909
969	0.1674396153
970	0.1674152854
971	0.1674045671
972	0.1673974254
973	0.1673424625
974	0.1673300664
975	0.1672873512
976	0.1672849252
977	0.1672623389
978	0.1672574293
979	0.1672435409
980	0.1671948854
981	0.1671834352
982	0.1671744379
983	0.1671637302
984	0.1671363675
985	0.1670725343
986	0.1670605764
987	0.167052761
988	0.1670045585
989	0.1669806961
990	0.1669589911
991	0.166951337
992	0.1669452944
993	0.1669244384
994	0.1669149387
995	0.1668908171
996	0.1668730932
997	0.1668617047
998	0.1668505793
999	0.1668300966
